Post ID,Publication Date,Language,Topic,Title,Full Approved Post Text,LinkedIn URL,Activity ID,Embed Status,Last Updated,Source Order
F10,2026-09-09,FR,Incident Management & AI,"Lorsqu’une application cesse de fonctionner, les utilisateurs ont besoin de réponses claires : Qui est concerné ? Quelle est la prochaine étape ? Quand recevrons-nous de nouvelles informations ?","FRANÇAIS

Lorsqu’une application cesse de fonctionner, les utilisateurs ont besoin de réponses claires : Qui est concerné ? Quelle est la prochaine étape ? Quand recevrons-nous de nouvelles informations ?

C’est là qu’une gestion efficace des incidents fait la différence.

L’IA peut soutenir ce processus en aidant les équipes à :
• Synthétiser les signalements d’incidents et les retours des utilisateurs
• Repérer des incidents similaires déjà signalés
• Proposer une première classification et un niveau de priorité à valider
• Structurer les notes d’investigation et la chronologie des événements
• Préparer des communications claires pour les utilisateurs concernés
• Documenter les solutions apportées pour faciliter leur réutilisation

La qualité de cette aide dépend de la fiabilité des informations et du discernement professionnel. Une cause suggérée reste une hypothèse tant qu’elle n’a pas été examinée et vérifiée.

Les équipes doivent continuer à :
• Évaluer l’impact réel sur l’activité et le degré d’urgence
• Définir clairement les responsabilités et coordonner l’escalade
• Protéger les informations sensibles contenues dans les tickets et les journaux techniques
• Valider les actions proposées avant leur mise en œuvre
• Confirmer le rétablissement du service auprès des utilisateurs concernés

À l’Organisation Mondiale de la Propriété Intellectuelle (OMPI), j’ai contribué à l’analyse des incidents, à la coordination entre les utilisateurs et les équipes informatiques, aux tests applicatifs et à l’amélioration continue.

Cette expérience a renforcé une conviction pratique : l’investigation technique et une communication claire doivent avancer ensemble. Les utilisateurs ont besoin d’informations utiles et régulières pendant que les équipes travaillent au rétablissement du service.

Je complète aujourd’hui cette expérience par une formation structurée et pratique en IA, afin d’explorer comment celle-ci peut accélérer la collecte d’informations, améliorer la cohérence de la documentation et faciliter la coordination.

Rétablir le service est la priorité immédiate. Comprendre les problèmes récurrents permet ensuite d’améliorer durablement les pratiques.

À quelle étape de la gestion des incidents l’IA apporterait-elle le plus de valeur selon vous : l’évaluation initiale, l’investigation ou la communication avec les utilisateurs ?


#GestionDesIncidents
#IntelligenceArtificielle
#BusinessAnalysis
#GestionDesServicesInformatiques
#AméliorationContinue",https://www.linkedin.com/feed/update/urn:li:activity:7503487927537102848/,7503487927537102848,Not checked,2026-09-10,26
E36,2026-09-09,EN,Incident Management & AI,"When an application stops working, users need clear answers: Who is affected? What happens next? When will we receive an update?","ENGLISH

When an application stops working, users need clear answers: Who is affected? What happens next? When will we receive an update?

This is where effective Incident Management makes a difference.

AI can support the process by helping teams to:
• Summarize incident reports and user feedback
• Identify similar previously reported incidents
• Suggest an initial category and priority for review
• Organize investigation notes and timelines
• Draft clear updates for affected users
• Capture resolution details for future reference

The quality of this support depends on accurate information and professional judgment. A suggested cause remains a hypothesis until it has been investigated and verified.

Teams must continue to:
• Assess the actual business impact and urgency
• Assign clear ownership and coordinate escalation
• Protect sensitive information in tickets and logs
• Validate proposed actions before implementation
• Confirm that service has been restored for affected users

During my experience at the World Intellectual Property Organization (WIPO), I supported incident analysis, coordination with users and IT teams, application testing, and continuous improvement.

That experience reinforced a practical lesson: technical investigation and clear communication must move together. Users need timely, useful updates while teams work toward restoring service.

I am now building on this experience through structured, hands-on AI training, exploring how AI can support faster information gathering, more consistent documentation, and better coordination.

Restoring service is the immediate priority. Understanding recurring issues helps teams improve what happens next.

Where would AI add the most value in your incident process: initial assessment, investigation, or user communication?


#IncidentManagement
#ArtificialIntelligence
#BusinessAnalysis
#ITServiceManagement
#ContinuousImprovement",https://www.linkedin.com/feed/update/urn:li:activity:7503487761744662529/,7503487761744662529,Not checked,2026-09-10,27
G11,2026-09-08,DE,Systems Analysis & UAT,"KI kann die Systemanalyse unterstützen. Erfolgreiche Lösungen hängen jedoch weiterhin davon ab, dass die tatsächlichen Geschäftsanforderungen verstanden werden.","DEUTSCH
KI kann die Systemanalyse unterstützen. Erfolgreiche Lösungen hängen jedoch weiterhin davon ab, dass die tatsächlichen Geschäftsanforderungen verstanden werden.
Im Laufe meiner Erfahrung in der Business Analysis habe ich an der Schnittstelle zwischen Benutzern, operativen Teams, Product Ownern und IT-Spezialisten gearbeitet, um sicherzustellen, dass Anwendungen praktische Arbeitsabläufe unterstützen.
KI kann diese Arbeit unterstützen durch:
- Strukturieren und Vergleichen von Benutzerfeedback
- Erkennen von Mustern bei Vorfällen und wiederkehrenden Problemen
- Unterstützen der Erstellung von Anforderungen und Akzeptanzkriterien
- Generieren erster Testszenarien und Grenzfälle
- Zusammenfassen von Fehlern und Testergebnissen
- Verbessern der Dokumentation und des Wissensaustauschs
KI-generierte Anforderungen oder Testfälle sollten jedoch niemals ohne professionelle Prüfung übernommen werden.
Ein Senior Business Analyst muss weiterhin:
- Annahmen kritisch hinterfragen
- Geschäftsregeln und operative Risiken verstehen
- Anforderungen mit den Stakeholdern überprüfen
- Vertrauliche Informationen schützen
- Sicherstellen, dass Tests die tatsächlichen Benutzeranforderungen widerspiegeln
- Gewährleisten, dass wichtige Entscheidungen von den verantwortlichen Personen genehmigt werden
Bei der Weltorganisation für geistiges Eigentum (WIPO) unterstützte ich die Koordination von Anforderungen, Funktionstests, Benutzerakzeptanztests, die Lösung von Anwendungsproblemen und die Benutzerakzeptanz.
Heute ergänze ich diese fundierte Erfahrung durch eine strukturierte und praxisorientierte KI-Ausbildung. Dabei untersuche ich, wie moderne Werkzeuge Analysen und Tests effizienter, konsistenter und verantwortungsvoller gestalten können.
Wo kann KI Ihrer Meinung nach den größten Mehrwert in der Systemanalyse oder bei Benutzerakzeptanztests schaffen?
#Systemanalyse
#BusinessAnalysis
#UAT
#KünstlicheIntelligenz
#DigitaleTransformation",https://www.linkedin.com/feed/update/urn:li:activity:7503070525292777473/,7503070525292777473,Not checked,2026-09-08,28
F09,2026-09-08,FR,Systems Analysis & UAT,"L'IA peut soutenir l'analyse des systèmes, mais la réussite d'une solution dépend toujours de la compréhension des véritables besoins métier.","FRANÇAIS
L'IA peut soutenir l'analyse des systèmes, mais la réussite d'une solution dépend toujours de la compréhension des véritables besoins métier.
Au cours de mon expérience en Business Analysis, j'ai travaillé à l'interface entre les utilisateurs, les équipes opérationnelles, les Product Owners et les spécialistes informatiques afin de garantir que les applications répondent aux besoins concrets.
L'IA peut faciliter ce travail en permettant de :
- Organiser et comparer les retours des utilisateurs
- Identifier des tendances dans les incidents et les problèmes récurrents
- Faciliter la préparation des exigences et des critères d'acceptation
- Générer de premiers scénarios de test et des cas limites
- Synthétiser les anomalies et les résultats des tests
- Améliorer la documentation et le partage des connaissances
Cependant, les exigences ou les scénarios de test générés par l'IA ne doivent jamais être acceptés sans contrôle professionnel.
Un Senior Business Analyst doit toujours :
- Remettre en question les hypothèses
- Comprendre les règles métier et les risques opérationnels
- Valider les exigences avec les parties prenantes
- Protéger les informations sensibles
- Vérifier que les tests reflètent les besoins réels des utilisateurs
- S'assurer que les décisions importantes sont approuvées par les personnes responsables
À l'Organisation Mondiale de la Propriété Intellectuelle (OMPI), j'ai contribué à la coordination des exigences, aux tests fonctionnels, aux tests d'acceptation utilisateur, à la résolution des problèmes applicatifs et à l'adoption par les utilisateurs.
Je complète aujourd'hui cette expérience établie par une formation pratique et structurée en IA afin d'explorer comment les outils modernes peuvent rendre l'analyse et les tests plus efficaces, cohérents et responsables.
Selon vous, à quelle étape de l'analyse des systèmes ou des tests d'acceptation utilisateur l'IA peut-elle apporter le plus de valeur ?
#AnalyseDesSystèmes
#BusinessAnalysis
#TestsUtilisateurs
#IntelligenceArtificielle
#TransformationNumérique",https://www.linkedin.com/feed/update/urn:li:activity:7503070383483375616/,7503070383483375616,Not checked,2026-09-08,29
E35,2026-09-08,EN,Systems Analysis & UAT,"AI can support Systems Analysis, but successful solutions still depend on understanding real business needs.","ENGLISH
AI can support Systems Analysis, but successful solutions still depend on understanding real business needs.
Throughout my Business Analysis experience, I have worked between users, operational teams, Product Owners and technology specialists to help ensure that applications support practical workflows.
AI can assist this work by:
- Organizing and comparing user feedback
- Identifying patterns in incidents and recurring problems
- Supporting the preparation of requirements and acceptance criteria
- Generating initial test scenarios and edge cases
- Summarizing defects and testing results
- Improving documentation and knowledge sharing
However, AI-generated requirements or test cases should never be accepted without professional review.
A Senior Business Analyst must still:
- Challenge assumptions
- Understand business rules and operational risks
- Verify requirements with stakeholders
- Protect sensitive information
- Confirm that testing reflects real user needs
- Ensure that accountable people approve important decisions
At the World Intellectual Property Organization (WIPO), I supported requirements coordination, functional testing, UAT, application issue resolution and user adoption.
I am now complementing this established experience with structured hands-on AI training to explore how modern tools can make analysis and testing more efficient, consistent and responsible.
Where do you think AI can add the most value during Systems Analysis or UAT?
#SystemsAnalysis
#BusinessAnalysis
#UAT
#ArtificialIntelligence
#DigitalTransformation",https://www.linkedin.com/feed/update/urn:li:activity:7503069848776728576/,7503069848776728576,Not checked,2026-09-08,30
G10,2026-09-07,DE,Data Management & AI,"KI kann das Datenmanagement beschleunigen, aber sie kann weder Datenverantwortung noch Qualitätskontrollen oder professionelles Urteilsvermögen ersetzen.","DEUTSCH
KI kann das Datenmanagement beschleunigen, aber sie kann weder Datenverantwortung noch Qualitätskontrollen oder professionelles Urteilsvermögen ersetzen.
Meine Erfahrung in klinischen Datenumgebungen hat mir gezeigt, dass zuverlässige Daten von folgenden Faktoren abhängen:
- Klare Geschäftsregeln
- Präzise Validierung und Abstimmung
- Rückverfolgbarkeit und Dokumentation
- Definierte Verantwortlichkeiten und Zugriffskontrollen
- Effektives Ausnahmemanagement
- Kontinuierliche Qualitätsüberwachung
Heute untersuche ich im Rahmen einer strukturierten praktischen Ausbildung in KI und Datenanalyse, wie KI diese Aktivitäten unterstützen kann.
KI kann Fachkräfte dabei unterstützen:
- Anomalien und inkonsistente Datensätze zu erkennen
- Datenbereinigung und Klassifizierung zu beschleunigen
- Informationen aus mehreren Datensätzen zu vergleichen
- Formeln zu erstellen und explorative Analysen zu unterstützen
- Dashboards zu erstellen und entstehende Muster zu erklären
- Wiederkehrende Datenvorbereitungs- und Reportingaufgaben zu automatisieren
Ein KI-generiertes Ergebnis sollte jedoch niemals nur deshalb akzeptiert werden, weil es überzeugend erscheint.
Ein verantwortungsvoller Ansatz bedeutet, Ergebnisse zu validieren, die Quelldaten zu verstehen, sensible Informationen zu schützen und verantwortliche Personen in wichtige Entscheidungen einzubeziehen.
Hier verbindet sich meine etablierte Erfahrung in Business Analysis und Datenmanagement mit meinen sich entwickelnden Fähigkeiten in der KI-gestützten Datenanalyse.
Das Ziel ist nicht Automatisierung um ihrer selbst willen.
Das Ziel sind schnellere, besser informierte und zuverlässigere Entscheidungen.
Wo kann KI Ihrer Meinung nach den größten Mehrwert im Datenmanagement schaffen?
#Datenmanagement
#BusinessAnalysis
#KünstlicheIntelligenz
#Datenqualität
#DigitaleTransformation",https://www.linkedin.com/feed/update/urn:li:activity:7502780649552904192/,7502780649552904192,Not checked,2026-09-08,31
F08,2026-09-07,FR,Data Management & AI,"L'IA peut accélérer la gestion des données, mais elle ne peut pas remplacer la responsabilité des données, les contrôles qualité ou le jugement professionnel.","FRANÇAIS
L'IA peut accélérer la gestion des données, mais elle ne peut pas remplacer la responsabilité des données, les contrôles qualité ou le jugement professionnel.
Mon expérience dans des environnements de données cliniques m'a appris que la fiabilité des données repose sur:
- Des règles métier claires
- Une validation et un rapprochement précis
- La traçabilité et la documentation
- Une définition claire des responsabilités et des contrôles d'accès
- Une gestion efficace des exceptions
- Un suivi continu de la qualité
Aujourd'hui, dans le cadre d'une formation pratique et structurée en IA et en analyse de données, j'explore comment l'IA peut renforcer ces activités.
L'IA peut aider les professionnels à:
- Identifier les anomalies et les données incohérentes
- Accélérer le nettoyage et la classification des données
- Comparer les informations provenant de plusieurs jeux de données
- Générer des formules et faciliter l'analyse exploratoire
- Créer des tableaux de bord et expliquer les tendances émergentes
- Automatiser la préparation des données et le reporting répétitif
Cependant, un résultat généré par l'IA ne doit jamais être accepté uniquement parce qu'il paraît convaincant.
Une approche responsable consiste à valider les résultats, comprendre les données sources, protéger les informations sensibles et maintenir l'intervention de personnes responsables dans les décisions importantes.
C'est ainsi que mon expérience confirmée en Business Analysis et en gestion des données rejoint mes compétences en développement dans l'analyse assistée par l'IA.
L'objectif n'est pas d'automatiser pour automatiser.
L'objectif est de prendre des décisions plus rapides, mieux informées et plus fiables.
Selon vous, dans quel domaine l'IA peut-elle créer le plus de valeur pour la gestion des données?
#GestionDesDonnées
#BusinessAnalysis
#IntelligenceArtificielle
#QualitéDesDonnées
#TransformationNumérique",https://www.linkedin.com/feed/update/urn:li:activity:7502780526198542336/,7502780526198542336,Not checked,2026-09-08,32
E34,2026-09-07,EN,Data Management & AI,"AI can accelerate Data Management, but it cannot replace data ownership, quality controls or professional judgment.","ENGLISH
AI can accelerate Data Management, but it cannot replace data ownership, quality controls or professional judgment.
My experience in clinical-data environments taught me that reliable data depends on:
- Clear business rules
- Accurate validation and reconciliation
- Traceability and documentation
- Defined ownership and access controls
- Effective exception management
- Continuous quality monitoring
Today, through structured hands-on AI and data-analytics training, I am exploring how AI can strengthen these activities.
AI can help professionals:
- Identify anomalies and inconsistent records
- Accelerate data cleaning and classification
- Compare information across multiple datasets
- Generate formulas and support exploratory analysis
- Create dashboards and explain emerging patterns
- Automate repetitive preparation and reporting tasks
However, an AI-generated result should never be accepted simply because it appears convincing.
The responsible approach is to validate the output, understand the source data, protect sensitive information and keep accountable people involved in important decisions.
This is where my established experience in Business Analysis and Data Management connects with my developing capabilities in AI-assisted analytics.
The goal is not automation for its own sake.
The goal is faster, better-informed and more reliable decision-making.
Where do you believe AI can create the greatest value in Data Management?
#DataManagement
#BusinessAnalysis
#ArtificialIntelligence
#DataQuality
#DigitalTransformation",https://www.linkedin.com/feed/update/urn:li:activity:7502780105966960640/,7502780105966960640,Not checked,2026-09-08,33
G01,,DE,,,,https://www.linkedin.com/posts/the-best-fit_businessanalysis-kieinfaeshrung-digitaletransformation-activity-7501089635339722753-3jqH,7501089635339722753,Not checked,2026-09-08,34
F01,,FR,,,,https://www.linkedin.com/posts/the-best-fit_businessanalysis-adoptionia-transformationdigitale-activity-7501089591177928704-a1e7,7501089591177928704,Not checked,2026-09-08,35
E01,,EN,,,,https://www.linkedin.com/posts/the-best-fit_businessanalysis-aienablement-digitaltransformation-activity-7501089072501903360--JeD,7501089072501903360,Not checked,2026-09-08,36
G02,,DE,,,,https://www.linkedin.com/posts/the-best-fit_businessanalysis-benutzerakzeptanz-changemanagement-activity-7500930778214703104-7UPz,7500930778214703104,Not checked,2026-09-08,37
F02,,FR,,,,https://www.linkedin.com/posts/the-best-fit_businessanalysis-adoptionutilisateurs-gestionduchangement-activity-7500930746275057665-rXz2,7500930746275057665,Not checked,2026-09-08,38
E02,,EN,,,,https://www.linkedin.com/posts/the-best-fit_businessanalysis-useradoption-changemanagement-activity-7500930690667065345-7zRc,7500930690667065345,Not checked,2026-09-08,39
G03,,DE,,,,https://www.linkedin.com/posts/the-best-fit_digitaletransformation-businessanalysis-prozessverbesserung-activity-7500487074328829952-wyun,7500487074328829952,Not checked,2026-09-08,40
F03,,FR,,,,https://www.linkedin.com/posts/the-best-fit_transformationdigitale-businessanalysis-amaezliorationdesprocessus-activity-7500486963402072064--KwQ,7500486963402072064,Not checked,2026-09-08,41
E03,,EN,,,,https://www.linkedin.com/posts/the-best-fit_digitaltransformation-businessanalysis-processimprovement-activity-7500486868166254592-Q091,7500486868166254592,Not checked,2026-09-08,42
G04,,DE,,,,https://www.linkedin.com/posts/the-best-fit_projektmanagement-businessanalysis-stakeholdermanagement-activity-7500470252829380608-M4KT,7500470252829380608,Not checked,2026-09-08,43
G05,,DE,,,,https://www.linkedin.com/posts/the-best-fit_datenmanagement-datenqualitaeut-automatisierung-activity-7500468625544486912-01h2,7500468625544486912,Not checked,2026-09-08,44
G06,,DE,,,,https://www.linkedin.com/posts/the-best-fit_businessanalysis-systemanalyse-projektmanagement-activity-7500468212078125056-z0DN,7500468212078125056,Not checked,2026-09-08,45
G07,,DE,,,,https://www.linkedin.com/posts/the-best-fit_verantwortungsvolleki-kisicherheit-businessanalysis-activity-7500467873811742720-E0qE,7500467873811742720,Not checked,2026-09-08,46
G08,,DE,,,,https://www.linkedin.com/posts/the-best-fit_projektmanagement-businessanalysis-automatisierung-activity-7500467621696299008-rgko,7500467621696299008,Not checked,2026-09-08,47
G09,,DE,,,,https://www.linkedin.com/posts/the-best-fit_systemanalyse-businessanalysis-benutzerakzeptanztests-activity-7500467020052860928-hJIl,7500467020052860928,Not checked,2026-09-08,48
F04,,FR,,,,https://www.linkedin.com/posts/the-best-fit_gestiondeprojet-businessanalysis-automatisation-activity-7500159998568685568-V3sl,7500159998568685568,Not checked,2026-09-08,49
E04,,EN,,,,https://www.linkedin.com/posts/the-best-fit_projectmanagement-businessanalysis-automation-activity-7500159309927047169-tD1L,7500159309927047169,Not checked,2026-09-08,50
F05,,FR,,,,https://www.linkedin.com/posts/the-best-fit_businessanalysis-analysedessystaeymes-gestiondeprojet-activity-7499885427626168321-XRK1,7499885427626168321,Not checked,2026-09-08,51
F06,,FR,,,,https://www.linkedin.com/posts/the-best-fit_gestiondeprojet-businessanalysis-gestiondespartiesprenantes-activity-7499884645061214208-j4v9,7499884645061214208,Not checked,2026-09-08,52
F07,,FR,,,,https://www.linkedin.com/posts/the-best-fit_gestiondesdonnaezes-automatisationdesprocessus-activity-7499884370820788224-sUYa,7499884370820788224,Not checked,2026-09-08,53
E05,,EN,,,,https://www.linkedin.com/posts/the-best-fit_datamanagement-processautomation-businessanalysis-activity-7499627214045380608-QoMg,7499627214045380608,Not checked,2026-09-08,54
E06,,EN,,,,https://www.linkedin.com/posts/the-best-fit_businessanalysis-systemsanalysis-projectmanagement-activity-7499419200893947904-Rs9J,7499419200893947904,Not checked,2026-09-08,55
E07,,EN,,,,https://www.linkedin.com/posts/the-best-fit_businessanalysis-datamanagement-projectmanagement-activity-7499116990603763712-l7DG,7499116990603763712,Not checked,2026-09-08,56
E08,,EN,,,,https://www.linkedin.com/posts/the-best-fit_opentowork-activity-7472270904371183617-mR-z,7472270904371183617,Not checked,2026-09-08,57
E09,,EN,,,,https://www.linkedin.com/posts/the-best-fit_ai-enhanced-business-analyst-portfolio-activity-7470794453922856961-dX3v,7470794453922856961,Not checked,2026-09-08,58
E10,,EN,,,,https://www.linkedin.com/posts/the-best-fit_use-of-ai-in-business-analyses-pm-dm-activity-7468474820188467200-kLM_,7468474820188467200,Not checked,2026-09-08,59
E11,,EN,,,,https://www.linkedin.com/posts/the-best-fit_presentation-ai-shifts-may-2026-activity-7466916112094568448-Do3y,7466916112094568448,Not checked,2026-09-08,60
E12,,EN,,,,https://www.linkedin.com/posts/the-best-fit_pettichat-activity-7466896968854716417-oc3Z,7466896968854716417,Not checked,2026-09-08,61
E13,,EN,,,,https://www.linkedin.com/posts/the-best-fit_%F0%9D%90%86%F0%9D%90%A8%F0%9D%90%A8%F0%9D%90%A0%F0%9D%90%A5%F0%9D%90%9E-%F0%9D%90%A3%F0%9D%90%AE%F0%9D%90%AC%F0%9D%90%AD-%F0%9D%90%A4%F0%9D%90%A2%F0%9D%90%A5%F0%9D%90%A5%F0%9D%90%9E%F0%9D%90%9D-%F0%9D%90%AD%F0%9D%90%A1%F0%9D%90%9E-activity-7465932713603018752-Ec2o,7465932713603018752,Not checked,2026-09-08,62
E14,,EN,,,,https://www.linkedin.com/posts/the-best-fit_opentowork-activity-7421875939032072192-kNh9,7421875939032072192,Not checked,2026-09-08,63
E15,,EN,,,,https://www.linkedin.com/posts/the-best-fit_certificate-of-completion-activity-7229117477610262528-3aKu,7229117477610262528,Not checked,2026-09-08,64
E16,,EN,,,,https://www.linkedin.com/posts/the-best-fit_certificate-of-completion-activity-7229117335108820992-SI-g,7229117335108820992,Not checked,2026-09-08,65
E17,,EN,,,,https://www.linkedin.com/posts/the-best-fit_linkedinlearning-activity-7229106489443930112-Ji_t,7229106489443930112,Not checked,2026-09-08,66
E18,,EN,,,,https://www.linkedin.com/posts/the-best-fit_certificate-of-completion-activity-7229106309298548736-9vnO,7229106309298548736,Not checked,2026-09-08,67
E19,,EN,,,,https://www.linkedin.com/posts/the-best-fit_certificate-of-completion-activity-7229106120923967489-k_VQ,7229106120923967489,Not checked,2026-09-08,68
E20,,EN,,,,https://www.linkedin.com/posts/the-best-fit_certificate-of-completion-activity-7229105198915289088-G15c,7229105198915289088,Not checked,2026-09-08,69
E21,,EN,,,,https://www.linkedin.com/posts/the-best-fit_linkedinlearning-activity-7229100711639150592-IhBL,7229100711639150592,Not checked,2026-09-08,70
E22,,EN,,,,https://www.linkedin.com/posts/the-best-fit_linkedinlearning-activity-7229080946627493889-Lumw,7229080946627493889,Not checked,2026-09-08,71
E23,,EN,,,,https://www.linkedin.com/posts/the-best-fit_linkedinlearning-activity-7229056767874224128-Ty44,7229056767874224128,Not checked,2026-09-08,72
E24,,EN,,,,https://www.linkedin.com/posts/the-best-fit_check-this-out-on-linkedin-learning-i-have-activity-7228833679924445188-E7zt,7228833679924445188,Not checked,2026-09-08,73
E25,,EN,,,,https://www.linkedin.com/posts/the-best-fit_generativeaitools-generativeai-artificialintelligence-activity-7228833647083024385-YP7r,7228833647083024385,Not checked,2026-09-08,74
E26,,EN,,,,https://www.linkedin.com/posts/the-best-fit_certificate-of-completion-activity-7228833595543416833-8-os,7228833595543416833,Not checked,2026-09-08,75
E27,,EN,,,,https://www.linkedin.com/posts/the-best-fit_check-out-this-course-on-linkedin-learning-activity-7028671180081385472-26WA,7028671180081385472,Not checked,2026-09-08,76
E28,,EN,,,,https://www.linkedin.com/posts/the-best-fit_im-happy-to-share-that-im-starting-a-new-activity-7005511003186556929-SVGA,7005511003186556929,Not checked,2026-09-08,77
E29,,EN,,,,https://www.linkedin.com/posts/the-best-fit_opentowork-opportunities-activity-6956394140750245888-C1YJ,6956394140750245888,Not checked,2026-09-08,78
E30,,EN,,,,https://www.linkedin.com/posts/the-best-fit_cheatsheets-activity-6942882529502789632-uU0b,6942882529502789632,Not checked,2026-09-08,79
E31,,EN,,,,https://www.linkedin.com/posts/the-best-fit_opentowork-activity-6931386712501706752-vYNP,6931386712501706752,Not checked,2026-09-08,80
E32,,EN,,,,https://www.linkedin.com/posts/the-best-fit_opentowork-activity-6930525215017861120-p2ZR,6930525215017861120,Not checked,2026-09-08,81
E33,,EN,,,,https://www.linkedin.com/posts/the-best-fit_opentowork-activity-6900283725142126592-R-lG,6900283725142126592,Not checked,2026-09-08,82
